Title,Author,Price,Language,Publish Year,Publisher,Weight,Description,Image URL,Detail URL
Tuyển Tập Nguyên Hồng,Oscar Wilde,"118,800₫",Tiếng Việt,2023,Văn Học,460,"Tuyển Tập Nguyên HồngTên thật của ông là Nguyễn Nguyên Hồng, sinh ngày 5 tháng 11 năm 1918 ở Nam Định. Những tác phẩm của ông mang một tình cảm nhân đạo thống thiết . Sinh trưởng trong một gia đình nghèo, mồ côi cha, từ nhỏ theo mẹ ra Hải Phòng kiếm sống trong các xóm chợ nghèo. Nguyên Hồng ham đọc sách từ nhỏ. ông thường dành tiền thuê sách để đọc và dường như đọc hết những quyển sách mình thích ở cửa hàng cho thuê sách tại Nam Định. Loại sách Nguyên Hồng thích thuở nhỏ là truyện lịch sử Trung Hoa, trong đó những nhân vật có khí phách ngang tàng, trung dũng, những hảo hán chiếm cảm tình của ông nhiều nhất. Nguyên Hồng Tuyển Tập - Quyển sách tập hợp các tác phẩm hay nhất của nhà văn Nguyên Hồng",https://product.hstatic.net/200000845405/product/8936067595307_07fdcb4856864586a5526e1a17842fca_master.jpg,https://www.vinabook.com/products/tuyen-tap-nguyen-hong
Tuyển Tập Ngô Tất Tố,Oscar Wilde,"148,500₫",Tiếng Việt,2023,Văn Học,460,"Tuyển Tập Ngô Tất Tố Ngô Tất Tố sinh tại làng Lộc Hà, tổng Hội Phụ, phủ Từ Sơn, nay là thôn Lộc Hà, huyện Đông Anh, Hà NộiÔng là một trong những nhà văn sáng lập trào lưu hiện thực trong nền NXB Văn Học nước nhà trước năm 1945 với các tác phẩm tiêu biểu như Tắt đèn, Việc làng, Lều chõng, Tập án cái đình...Ngô Tất Tố đồng thời là nhà báo nổi tiếng với biệt tài viết tản văn và chính luận, là nhà văn hoá thành danh với các pho truyện lịch sử, khảo cứu triết học, dịch thuật, phê bình...Với tổng số hơn 30 bút danh,    trên hơn 30 tờ báo, tạp chí, suốt 30 năm cầm bút viết văn làm báo, Ngô Tất Tố đã để lại hơn 1500 tác phẩm các thể loại, trong đó có 1350 di tác..Ông được truy tặng Giải thưởng Hồ Chí Minh về NXB Văn Học nghệ thuật Đợt I (1996).Trên cả nước có 8 thành phố lớn có phố và đường phố mang tên Ngô Tất Tố.",https://product.hstatic.net/200000845405/product/tuyen_tap_ngo_tat_to_2023_1_2023_03_29_16_59_58_f62ade579a674d0083bfebdfc68bd2a4_master.png,https://www.vinabook.com/products/tuyen-tap-ngo-tat-to
Tuyển Tập Nguyễn Công Hoan,Oscar Wilde,"148,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8936067609158_1_82b1c7afd6714897907c26a1fc1d6e08_master.jpg,https://www.vinabook.com/products/tuyen-tap-nguyen-cong-hoan
Tuyển Tập Nam Cao,Oscar Wilde,"139,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8936067607949_c5ead531078346ef898be8193ad8da5d_master.jpg,https://www.vinabook.com/products/tuyen-tap-nam-cao
Tuyển Tập Vũ Trọng Phụng,Oscar Wilde,"157,500₫",Tiếng Việt,2023,Văn Học,460,"Tuyển Tập Vũ Trọng Phụng""...Cái độc đáo của Vũ Trọng Phụng thì rất nhiều. Ông mất rất sớm nhưng đã để lại 8 tiểu thuyết, 4 phóng sự dài, nhiều bài báo, tiểu luận. Trường hợp đó trong lịch sử NXB Văn Học thế giới rất hiếm. Trong số các tác phẩm đó, tôi thấy Vũ Trọng Phụng có hai tiểu thuyết “Số đỏ” và “Giông tố” là hai tiểu thuyết quan trọng nhất trong lịch sử NXB Văn Học Việt Nam thế kỉ XX.Khi ông viết 2 tiểu thuyết này mới có 24 tuổi. Điều đó rất lạ và đáng kể. Nếu so với những nhà văn lớn trên thế giới thì Vũ Trọng Phụng không thua ai. Vấn đề chính của “Số đỏ” là vấn đề Âu hóa trong bối cảnh Việt Nam đầu thế kỉ XX. Quá trình Tây hóa cũng sinh ra nhiều chuyện buồn cười. Đọc “Số đỏ”, mặc dù Vũ Trọng Phụng viết về một thời gian cụ thể nhưng vẫn còn ý nghĩa đến hôm nay...""(Trích phỏng vấn Giáo sư Peter Zinoman - người dịch tác phẩm “Số đỏ” của nhà văn Vũ Trọng Phụng sang tiếng Anh và được xem là một trong số những sách dịch hay ở nước Mỹ.)“Tuyển tập VŨ TRỌNG PHỤNG” xin gửi tới quý độc giả những tác phẩm nổi tiếng nhất của nhà văn trên các thể loại: Tiểu thuyết ""Số đỏ"", ""Giông tố""; phóng sự ""Cơm thầy cơm cô""; phóng sự ""Kỹ nghệ lấy Tây""... và nhiều truyện ngắn.",https://product.hstatic.net/200000845405/product/8936067607963_432665eca3ac4db7b52f4b99eb22bdbd_master.jpg,https://www.vinabook.com/products/tuyen-tap-vu-trong-phung
Tuyển Tập Thạch Lam,Oscar Wilde,"130,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8936067607956_375596f6de8f430d838134525ba7046e_master.jpg,https://www.vinabook.com/products/tuyen-tap-thach-lam
Việt Nam Danh Tác - Tiêu Sơn Tráng Sĩ,Oscar Wilde,"125,100₫",Tiếng Việt,2023,Văn Học,460,"Việt Nam Danh Tác - Tiêu Sơn Tráng Sĩ“TÊN LÍNH ĐỨNG THỞ một hồi nữa rồi mới thuật lại rằng một võ sĩ trông rất mạnh mẽ, dữ tợn, phi ngựa qua cổng phủ và ném xuống đó một cái xác người chết. Phân phủ và phân suất vội vàng theo linh ra cổng Một người trần truồng nằm sấp ở giữa đường, ngay bên cấu treo. Phân suất củi xuống lật ngửa cái thấy lên thì thấy một con dao sáng loáng cắm trúng chỗ trái tim. Thốt nhiên phân phủ thét lớn:- Trời ơi! Nguyễn Kha! Nguyễn Kha bị giết rồi! """,https://product.hstatic.net/200000845405/product/8935235232907_ccf68264f0e74ec4b0fd6ea047746fb9_master.jpg,https://www.vinabook.com/products/viet-nam-danh-tac-tieu-son-trang-si
Hà Nội 36 Phố Phường,Oscar Wilde,"45,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/2022_12_01_09_51_03_1-390x510_52071d9bb44f44548e3335f431a42c7d_master.jpg,https://www.vinabook.com/products/ha-noi-36-pho-phuong
The Origin Of Species – Nguồn Gốc Các Loài Tập 2 (Phát Hành ngày 20/5/2024) Bản Thường,Oscar Wilde,"161,100₫",Tiếng Việt,20/05/2024,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia_the_origin_of_species_-_tap_2_2-02_copy_0559a4b1dabc4600a289a07adc45eec1_master.jpg,https://www.vinabook.com/products/the-origin-of-species-nguon-goc-cac-loai-tap-2-phat-hanh-ngay-20-5-2024
Boxset Du Ký Việt Nam Trên Nam Phong Tạp Chí (Bộ 2 Cuốn),Oscar Wilde,"801,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8934974201342_7b4ddfd1f83d4173932e3e3ac22cc57e_master.jpg,https://www.vinabook.com/products/boxset-du-ky-viet-nam-tren-nam-phong-tap-chi-bo-2-cuon
"Chú Chiếu Bóng, Nhà Ảo Thuật, Tay Đánh Bài Và Tụi Con Nít Xóm Nhỏ Sài Gòn Năm Ấy (2022)",Oscar Wilde,"99,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8934974180050_512c5e5c5d1c4e6494413fe650e57471_master.jpg,https://www.vinabook.com/products/chu-chieu-bong-nha-ao-thuat-tay-danh-bai-va-tui-con-nit-xom-nho-sai-gon-nam-ay-2022
Tục Ngữ Lược Giải,Oscar Wilde,"99,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/2024_03_25_15_28_51_1-390x510_020fc14f3947431a9ce5ebed6a6a13a1_master.jpg,https://www.vinabook.com/products/tuc-ngu-luoc-giai
Nhớ Thương Vẫn Để Ở Trong Lòng,Oscar Wilde,"79,000₫",Tiếng Việt,2023,Văn Học,460,"Nhớ Thương Vẫn Để Ở Trong LòngVũ – nhà thơ mang tâm sự vào từng lời thơ để ôm lấy những trái tim cô đơn ở ngoài kia. Mỗi câu thơ của Vũ như một lời thủ thỉ xoa dịu bạn sau tổn thương, vụn vỡ. Không cần đến ngôn từ hoa mĩ, câu từ của Vũ nhẹ nhàng mà sâu lắng, chất chứa xúc cảm giúp độc giả bình lặng, chậm rãi tận hưởng buồn vui trong cuộc sống.GIỚI THIỆU NỘI DUNG SÁCHNHỚ THƯƠNG VẪN ĐỂ Ở TRONG LÒNG – VŨ “Rồi ai cũng phải hết buồnRồi ai cũng phải hết thương một ngườiRồi ai cũng phải thảnh thơiBình yên ở giữa những nơi bão bùng”…Yêu một người không yêu mình là cảm giác thế nào?Là thương đấy nhưng chẳng dám quan tâm, là ghen đấy nhưng không có tư cách để giận… Khi tình yêu đến từ một phía chỉ khiến người ta day dứt và hoài niệm, tự cảm động chính mình. Yêu mà không thể nói ra giống như mỗi ngày bạn đều ôm một cục than hồng trong lồng ngực, chỉ toàn là đớn đau…Mùa đông này, hãy để trái tim rũ bỏ những tổn thương và thiệt thòi chẳng đáng! “Nhớ thương vẫn để ở trong lòng” sẽ cùng bạn mạnh mẽ buông bỏ đoạn tình cảm không thuộc về mình và chờ ngày tình yêu lại nở hoa rực rỡ. Mong cho bạn sau những vụn vỡ, mệt nhọc sẽ biết rời đi đúng lúc, ở lại với đúng người. Vũ kể chuyện tình yêu bằng cảm xúc và những vần thơ. Vẫn là Vũ sâu sắc, tâm tình và thủ thỉ, những câu thơ dung dị nhưng nhẹ nhàng chạm vào trái tim bạn đọc. Cuốn sách thay lời động viên mà Vũ muốn gửi đến bạn, hay đơn giản như một lá thư bạn viết cho chính mình, nhắc nhở rằng cứ can đảm yêu, mạnh mẽ buông… Nắng rồi sẽ về để con tim lại thêm một lần được sưởi ấm.Nếu bạn muốn tìm lại chút bình yên và sống trọn vẹn với cảm xúc bên trong chính mình thì hãy để “Nhớ thương vẫn để ở trong lòng” dịu dàng đến bên bạn, nhé!“Nhớ thương vẫn để ở trong lòng"" - Cuốn sách dành tặng những ai lỡ thương một người không thương mình…",https://product.hstatic.net/200000845405/product/2022_12_16_14_54_28_1-390x510_af0957978c3945a6bc0c112fe8105b2d_master.png,https://www.vinabook.com/products/nho-thuong-van-de-o-trong-long
Đảo Chìm,Oscar Wilde,"90,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/b_a__o-ch_m_1_fa27764c3c454b16808a38d31ae46ef6_master.jpg,https://www.vinabook.com/products/dao-chim
Chuyện Phố,Oscar Wilde,"176,400₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/chuyen_9eb6c42ecd094612ad7e5a9768ba8fb0_master.jpg,https://www.vinabook.com/products/chuyen-pho
Đò Dọc,Oscar Wilde,"103,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/binh_f2f7438aac1c434aa37746be5b5502c8_master.png,https://www.vinabook.com/products/do-doc
Cho Tôi Xin Một Vé Đi Tuổi Thơ (Tái Bản 2023),Oscar Wilde,"81,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/cho_d7aabc0fbc224768ac88cf9ee89e4dc4_master.jpg,https://www.vinabook.com/products/nna-cho-toi-xin-mot-ve-di-tuoi-tho
Đời Thừa,Nam Cao,"79,000₫",Tiếng Việt,2023,Nhà Xuất Văn HọcLoại bìa: Bìa mềm,460,null,https://product.hstatic.net/200000845405/product/65_1832519247e14515b0d31f31761b47a8_master.jpeg,https://www.vinabook.com/products/doi-thua
Chí Phèo,Oscar Wilde,"45,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8936067604825_f163fe0819414858b4662eacd6817ce6_master.jpg,https://www.vinabook.com/products/chi-pheo
Sống Mòn,Oscar Wilde,"65,700₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8936067596045_13879e7f4f104b69a0132b37956478ac_master.jpg,https://www.vinabook.com/products/song-mon
Việc Làng,Oscar Wilde,"40,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/vieclang-ngotatto_bia1.u547.d20160404.t141229_1_9b944824ada84b23bf0a16b4a6ea8d9b_master.jpg,https://www.vinabook.com/products/viec-lang
Gió Lạnh Đầu Mùa,Oscar Wilde,"50,400₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8936067604764_ea19a7acbfd54fa1abb16d0b0b66ed2c_master.jpg,https://www.vinabook.com/products/gio-lanh-dau-mua
Hai Đứa Trẻ,Thạch Lam,"71,100₫",Tiếng Việt,2023,Nhà Xuất Văn HọcLoại bìa: Bìa mềm,460,null,https://product.hstatic.net/200000845405/product/16_3cd771ad09a44258859d632b18db7d82_master.jpeg,https://www.vinabook.com/products/hai-dua-tre
Làm Đĩ,Oscar Wilde,"51,300₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8936067604641_5c361829e38a4d6ba836d614f5469bba_master.jpg,https://www.vinabook.com/products/lam-di
Số Đỏ,Oscar Wilde,"56,700₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8936067604627_e5531ac418f54a3398edbae01ff3051d_master.jpg,https://www.vinabook.com/products/so-do
Vỡ Đê,Oscar Wilde,"67,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8936067606171_9584124d4b91453988769c7b9318cc0a_master.jpg,https://www.vinabook.com/products/vo-de
Giông Tố,Oscar Wilde,"77,400₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8936067604818_980fe9934ee44a27967fb8af0ef66f04_master.jpg,https://www.vinabook.com/products/giong-to
Trúng Số Độc Đắc,Vũ Trọng Phụng,"88,200₫",Tiếng Việt,2023,Nhà Xuất Văn HọcLoại bìa: Bìa mềm,460,null,https://product.hstatic.net/200000845405/product/1_8377a296fe284a5c85c4a7fe9ee5c869_master.jpeg,https://www.vinabook.com/products/trung-so-doc-dac
Thương Nhau Đến Ngày Sau,Sbooks Tuyển Chọn,"118,000₫",Tiếng Việt,2023,NXB Văn HọcNăm xuất bản: 2023,460,null,https://product.hstatic.net/200000845405/product/0.1_f866c793752741c5821c77316b1e1b2c_master.jpeg,https://www.vinabook.com/products/thuong-nhau-den-ngay-sau
Góc Sân Và Khoảng Trời,Oscar Wilde,"98,000₫",Tiếng Việt,2023,Văn Học,460,"Cá tính sáng tạo chỉ có ở tài năng. Mà tài năng thì không đợi tuổi. Thật có lý khi thi hào, sau này là Phó Tổng thống của Bulgaria, bà Blaga Dimitrova gọi Trần Đăng Khoa là Mozart của Việt Nam. Tài năng của cậu thể hiện rất rõ ở ý thức nghệ thuật khi cầm bút chứ không phải viết dàn trải, thấy gì viết đấy như nhiều trẻ em khác. Tập thơ Góc sân và khoảng trời đã có trên 50 năm thử thách, in lần đầu năm 1968, đã được dịch ra trên 40 thứ tiếng thế giới. Sau này, nhà thơ viết nhiều thể loại: Thơ, Ký, Tiểu thuyết, Chân dung văn học. Nhiều tác phẩm rất nổi tiếng, nhưng bạn đọc vẫn không quên Góc sân và Khoảng trời. Mỗi năm cuốn sách được tái bản nhiều lần, mà sức nóng của nó vẫn không hề giảm nhiệt. ​ Góc sân và khoảng trời chứa một hồn thơ rất mộc. Khi những trang sách mở ra, khi những con chữ trong bài thơ xuất hiện, hơi thở làng quê những ngày binh khói sẽ ngay lập tức ùa vào tâm hồn mỗi người. Đó là một góc quê dí dỏm với tàu dừa – chiếc lược chải vào mây xanh, thân dừa – bạc phếch tháng năm, quả dừa – đàn lợn con, v.v.. Đó là cô phải ở nhà một mình thời chiến, và người anh đau đáu nỗi lo “Mẹ cha bận việc ngày đêm/ Anh ngồi trong lớp lo em ở nhà...”. Thơ Trần Đăng Khoa chính là sự hòa lẫn hình – ý, chữ – tình, gieo vào đầu chúng ta những nốt nhạc ngân nga, để nhớ để tưởng tượng, để hình dung về một vùng quê Bắc Bộ những ngày đạn lạc. Tập thơ in lại lần này là ấn phẩm đặc biệt nhất, bởi đây là tinh tuyển, chọn lọc những bài thơ hay nhất, tiêu biểu nhất của nhà thơ viết thuở thiếu nhi. Bởi thế, rất nhiều bài quen thuộc, đã hoàn thành nhiệm vụ thời sự của nó, đã không có mặt trong tập thơ này. Những ai còn yêu quê hương, làng cảnh Việt Nam, con người Việt Nam thì còn tìm đến thơ Trần Đăng Khoa. Lần nào đọc lại ông, ta cũng tìm thấy những vẻ đẹp mới. Vì thế thơ ông không cũ, dù đã viết cách đây hơn nửa thế kỷ…",https://product.hstatic.net/200000845405/product/1-19_e63f7a9af4f14a7aa1ea88ab58c9deff_master.png,https://www.vinabook.com/products/goc-san-va-khoang-troi
Những Cô Gái Pr,Oscar Wilde,"81,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/21f365e7857e2f20766f_12d0ccc3a2c040f6b9fd6f0d1e94efc5_master.jpg,https://www.vinabook.com/products/nhung-co-gai-pr
Những Tản Văn Suýt Bị Bỏ Quên Của Bọ Lập,Oscar Wilde,"88,200₫",Tiếng Việt,2023,Văn Học,460,"Đôi lời về: NHỮNG TẢN VĂN SUÝT BỊ BỎ QUÊN CỦA BỌ LẬP Năm chục tuổi, tôi từng tuyên bố sẽ treo bút vào năm tròn sáu chục, nhưng rồi tới khi tròn sáu chục thì thèm viết kinh khủng, không sao buông được bút. Năm nay sáu lăm tuổi vẫn thèm viết, tuy trí nhớ giảm sút, viết lách rất khó khăn. Tôi không tuyên bố gác bút nữa nhưng cũng chuẩn bị cho việc nghỉ ngơi. Còn một cuốn tiểu thuyết nữa ráng viết cho xong, đành ngưng lại những tản văn, không thể đánh đu thêm nữa. Đinh ninh tất cả những tản văn đều đã in thành sách, trừ dăm bảy ghi chép tùy bút mới viết sau này, tôi quyết định khép lại 7 cuốn tản văn, không in thêm cuốn nào nữa. Một ngày đẹp trời một bạn Facebook gửi cho tôi bản copy Blog Quê Choa cũ, bây giờ mới ngớ ra có vài trăm tản văn lớn nhỏ dài ngắn chưa in vào đâu cả. Tiếc của giời tôi chọn lại một số, thêm thêm bớt bớt, thay tựa đổi câu, để in thành một cuốn, là cuốn này đây. Cũng trong cuốn này xin được gửi kèm một chút phê bình, một chút thôi, để khoe với mọi người ông bọ cũng biết viết phê bình. Tôi định đặt tựa là “Những tản văn còn sót lại của Bọ Lập” nhưng sợ bị huông nên đổi lại thành “Những tản văn suýt bị bỏ quên của Bọ Lập”, nó đúng là suýt bị bỏ quên thật. Nay kính cẩn gởi tới bạn đọc với lòng biết ơn sâu sắc những ai luôn dõi theo suốt bốn mươi năm văn chương có lẻ đủ mùi hỉ nộ ái ố của cuộc đời tôi. - Nguyễn Quang Lập Trích đoạn hay trong sách “Những tản văn suýt bị bỏ quên của Bọ Lập”: “Và lạnh. Mùa đông sương sớm lạnh giá, cái lạnh rin rín nước. Mùa đông mưa lạnh buốt, cái lạnh sũng nước. Không như sương không như mưa, mưa phùn man mát lành lạnh, cái lạnh thanh thanh. Mưa phùn đủ lạnh để cho ta khi cầm tay nhau, áp vào má nhau, sà vào lòng nhau... bỗng thấy ấm áp lạ thường. Mưa phùn là vậy đó nhưng chỉ có ở Hà Nội mới cảm được hết, không biết vì sao. Có lẽ mưa phùn ở đây ít bị pha tạp bởi sương mù, gió bấc. Cũng có thể Hà Nội hợp với mưa phùn, tưởng động mà tĩnh, tưởng lạnh mà mát, lặng lẽ nhẹ nhàng không hề vướng víu tiếng ồn như người Hà Nội (Là nói người Hà Nội Đông Đô, Hà Nội Kẻ Chợ). Mới hiểu vì sao ở đâu cũng thích mưa phùn, thích nhất vẫn là người Hà Nội.” --- “Mỗi một con người vì ngại chết mà muốn sống. Mỗi một con người vì sợ mất tình mà giữ mãi một lòng nhớ nhung. Cuối cùng thì lòng yêu thương cuộc sống cũng không giữ lại đời người. Cuối cùng thì tình yêu không giữ được người mình yêu...” --- “Miền Trung, “cái chảo rang của đất đựng trời”, “đông chưa tàn, hạ đã rạn ban mai”. Sống trọn kiếp với miền Trung mới thấm cái chữ rạn kia. Mùa hạ đã rạn trời, “nắng rúc xù mái rạ”, “bảnh mắt nắng rộm màu cá rán/nghe mo nang lốp bốp nổ khắp làng”, “trời thủng lam nham nắng chiều vàng ổi”. Những mùa hạ điêu đứng. Nắng điêu đứng nắng. “Đất khát chen nhau gầy rạc lời ru”, “những dòng sông thoi thóp nước”. Gió điêu đứng gió. Những ngọn gió “thổi cay thổi rát”, những ngọn gió “cào lửa vào đêm”. Đất gan gà gió xới “bụi đỏ vùi chột cả bóng tre” và “cát mênh mang là cát”, “lốc gió xoáy hình vành nón”, “bạc phau trang giấy trắng học trò”. Đã từng vật vã trong mịt mù cát bụi, tôi hiểu vì sao nhà thơ lại nói: “câu ví dặm nằm nghiêng/trên nắng và trên cát” và vì sao “đến câu hát cũng hai lần sàng lại”.”",https://product.hstatic.net/200000845405/product/upload_0810ade6bad44d88b9956d85255ebcd7_master.jpg,https://www.vinabook.com/products/nhung-tan-van-suyt-bi-bo-quen-cua-bo-lap
Người Có Sẵn Lòng Mang Vết Thương?,Oscar Wilde,"72,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/upload_7cd41122d9f94780adcd28b7607d6c90_master.jpg,https://www.vinabook.com/products/nguoi-co-san-long-mang-vet-thuong
Một Thời Ngang Dọc,Oscar Wilde,"171,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/upload_24d663dca1024c31873da22d5efb7c9a_master.jpg,https://www.vinabook.com/products/mot-thoi-ngang-doc
Thằng Nớ Con Nhà Ai?,Oscar Wilde,"90,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/upload_620c9c9c7fba4e0aa7ccf28fbb075c7b_master.jpg,https://www.vinabook.com/products/thang-no-con-nha-ai
Điều Đẹp Nhất Có Khi Là Buông Tay,Oscar Wilde,"61,000₫",Tiếng Việt,30/11/2020,Nxb Hà Nội,400.00 gam,"Điều Đẹp Nhất Có Khi Là Buông Tay“Những điều được định sẵn là dành cho bạn sẽ đến với bạn, ngay cả khi nó bị chôn vùi dưới hai ngọn núi. Những điều không được định sẵn là dành cho bạn sẽ không đến với bạn, cho dù nó nằm ngay giữa hai đầu môi bạn.”Thought Catalog là một nhóm tác giả nổi tiếng tại Mỹ, với những câu chuyện giúp bạn đi sâu hơn vào phần yếu mềm bên trong trái tim của mình, ôm ấp nỗi cô đơn và khiến bạn mạnh mẽ rời bỏ những điều, những người làm bạn đau.“Điều đẹp nhất có khi là buông tay” như một cái chạm, để bạn thốt lên lời tạm biệt đúng lúc...Lời tạm biệt cần được thốt ra khi bạn đang cảm thấy cô độc trong mối quan hệ của chính mình.Người ấy đã thôi làm bạn mỉm cười, mà thay vào đó là những “nỗi buồn” thường trực lăn dài từ khoé mắt.Thay cho những nụ hôn giờ chỉ còn là dáng vẻ dửng dưng như chưa từng tồn tại những thương yêu…Lời tạm biệt cần được thốt ra, khi chúng ta đã không còn muốn nói mình yêu nhau thế nào vào mỗi sáng hay khi màn đêm khép lại.Và lời tạm biệt, đôi khi là sự can đảm để có thể buông tay...Buông bỏ thật sự rất khó, đặc biệt là với người mình từng coi là tất cả đẹp đẽ của cuộc đời. Nhưng đến một lúc nào đấy, bạn sẽ nhận ra rằng bạn đã làm quá nhiều cho ai đó, đến nỗi điều duy nhất bạn có thể làm tiếp là dừng lại. Để họ yên. Rời đi.Một vài người tin rằng cố gắng níu giữ và kiên nhẫn đợi chờ là dấu hiệu của sức mạnh lớn lao. Tuy nhiên, có những lúc, ta cần nhiều sức mạnh hơn thế để biết được rằng khi nào nên buông tay. Bởi điều gì thực sự là của bạn cuối cùng sẽ là của bạn, còn điều gì không là của bạn thì dù bạn có cố gắng đến đâu vẫn sẽ không bao giờ thuộc về bạn.Trong tình yêu, chúng ta không thể ép buộc ai đó yêu hay đối xử với mình theo một cách nhất định, luôn trung thực, chung thủy, tốt bụng và sẵn sàng giúp đỡ. Nhưng ta có thể yêu bản thân mình đủ nhiều để nhận thức được rằng khi nào thì bị đối xử sai trái và xứng đáng nhận được những điều tốt đẹp hơn. Vì vậy, nếu một ai đó rời bỏ bạn, hãy để họ đi…Một số người được định sẵn là phải xuất hiện trong cuộc đời bạn, có người đến rồi rời đi, có người đến, ở lại một hồi lâu rồi cũng rời đi. Nhưng cũng có người đến và cùng bạn đi đến cuối chặng đường. Đó hẳn sẽ là người khiến bạn nhận ra tại sao chuyện đã không thành với bất kỳ ai khác.Để một ngày không xa, khi gặp lại người cũ, chúng ta có thể dũng cảm mà nói rằng “Em rất biết ơn vì chuyện của chúng ta đã không thành. Chuyện của em thì đang rất tuyệt vời…”Vậy nên, hiện tại điều đẹp nhất có khi là buông tay.",https://product.hstatic.net/200000845405/product/p95702mdieu_dep_nhat_co_le_la_buong_tay_2d2526c54f6244b3a83ca7d93edcb490_master.jpg,https://www.vinabook.com/products/dieu-dep-nhat-co-khi-la-buong-tay
Du Học Ký: Vạn Dặm Có Chi?,Nhiều tác giả,"144,000₫",Tiếng Việt,30/11/2018,NXB Hồng Đức,400.00 gam,"Du học là một ước mơ đẹp của nhiều bạn trẻ.Nếu như trong câu chuyện “Tây du ký"" của Ngô Thừa Ân xưa kia thầy trò Đường Tăng đi tới Tây phương để tìm ""chân kinh"", thì ngày nay những bạn trẻ đi du học khắp năm châu bốn bể để tìm kiếm tri thức, cơ hội nghề nghiệp, triển vọng phát triển bản thân. Tuy nhiên, con đường du học ấy thật ra không hề trải hoa hồng. Người trẻ Việt ra thế giới bây giờ không gặp ""yêu quái"", nhưng cũng phải vượt qua muôn vàn ""kiếp nạn"": từ khoảng cách trong văn hoá và lối sống, tới sự kỳ thị về chủng tộc, hay những bỡ ngỡ khi đang là con cưng của cha mẹ ở nhà, bỗng một ngày phải trở thành ""Lọ Lem"" đi làm thêm, rửa bát, phụ bế kiếm thêm thu nhập. Họ cũng phải đối mặt với những câu hỏi về sự phù hợp của ngành nghề mình đã lựa chọn, về ý nghĩa cuộc sống, về khủng hoảng hiện sinh và sự mâu thuẫn nội tâm giống như bất kỳ bạn trẻ nào ở trong nước. Họ không có phép thần thông nào cả, trái lại, nhiều khi vô cùng cô đơn và lạc lõng nơi xứ lạ. Có những người trong số họ không bao giờ hoàn thành được giấc mơ đẹp của bản thân. Có những người khác thì đã vươn lên mạnh mẽ từ những khó khăn để trưởng thành. ""Du học ký: Vạn dặm có chi?"" sẽ đem lại một góc nhìn đa chiều và bản chất hơn về câu chuyện du học tới những bạn trẻ đang có ước mơ xuất ngoại, và tới chính các bậc phụ huynh quan tâm tới chuyện cho con đi học nước ngoài. ""Du học ký"" tập hợp các câu chuyện của những người trẻ Việt đang hoặc đã du học, làm việc, định cư trên thế giới: có người đã đạt được những thành tựu nhất định, có cả những người đi để ""ở lại"", đi để ""trở về"", có người đã đi để tìm thấy bản ngã của chính mình, có người tự nhận mình ""thất bại"" trên con đường du học nhưng vẫn vươn lên trở thành một ""công dân toàn cầu"" đúng nghĩa. Bên cạnh những bài học quý báu từ những người trẻ, cuốn sách này cũng đưa ra những góc nhìn mà Ban Biên tập chúng tôi cho là đắt giá: từ chính phụ huynh trong cuộc, và từ cả thế hệ ""du học sinh"" những năm 70 của thế kỷ trước.",https://product.hstatic.net/200000845405/product/p95660mimage_191366_59d68dcaefd845f8a7ac0874b220c733_master.jpg,https://www.vinabook.com/products/du-hoc-ky-van-dam-co-chi
