Title,Author,Price,Language,Publish Year,Publisher,Weight,Description,Image URL,Detail URL
Căn Phòng Của Râu Xanh,Oscar Wilde,"94,500₫",Tiếng Việt,27/05/2024,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia1rauxanh_d41dc5c9e9cb4a9abcced3c16e943ef0_master.png,https://www.vinabook.com/products/nhan-ban-tu-triet-ly-song-cua-cho-va-meo
Thánh Giá Rỗng,Oscar Wilde,"124,200₫",Tiếng Việt,25/05/2024,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia_1_e1130e2f4de6434fb6e58bfbf8d98f21_master.jpg,https://www.vinabook.com/products/thanh-gia-rong
Thì Ra Đừng Buồn Nữa Cũng Là Một Lựa Chọn,Oscar Wilde,"116,100₫",Tiếng Việt,24/05/2024,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia_thi_ra_dung_buon_nua_cung_la_mot_lua_chon_0fa4e3ddd22f43b4a3b0a87990e2118d_master.png,https://www.vinabook.com/products/thi-ra-dung-buon-nua-cung-la-mot-lua-chon
Alexander Đại Đế - Huyển Thoại Xứ Macedonia - Bìa Cứng,Oscar Wilde,"202,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/b_a-tr_c-alexander-_i-_-file-in_689a2c25bf744c9e90f009262f838713_master.jpg,https://www.vinabook.com/products/alexander-dai-de
Sau Khi Đá Bay Đám Trai Đểu - Tập 1,Oscar Wilde,"169,200₫",Tiếng Việt,18/05/2024,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia_sau_khi_da_bay_dam_trai_deu_tap_1_infinal_536ddcd0e3e34c36826809950a17af10_master.jpg,https://www.vinabook.com/products/sau-khi-da-bay-dam-trai-deu-tap-1
Cảnh Sát Trưởng Ngủ Gật,Oscar Wilde,"108,900₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/b_a-1-c_nh-s_t-tr_ng-ng_-g_t_0298b468ac5841f1be230ef822278dd5_master.jpg,https://www.vinabook.com/products/canh-sat-truong-ngu-gat
Đập Chắn Thái Bình Dương,Oscar Wilde,"269,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8936144202203_7b5d5cc44ceb48c08b48001956302345_master.jpg,https://www.vinabook.com/products/dap-chan-thai-binh-duong
Những Con Cá Voi 52 Hertz,Oscar Wilde,"135,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8935235241466_8fba338393a24e888c61510a07c611e2_master.jpg,https://www.vinabook.com/products/nhung-con-ca-voi-52-hertz
Bóng Tối Giữa Chúng Ta,Oscar Wilde,"188,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8935235241299_f60f67163cb9407eb2a54431f6915c66_master.jpg,https://www.vinabook.com/products/bong-toi-giua-chung-ta
Thiên Tài Phá Án: Kế Hoạch “Chữa Lành” Của Kẻ Sát Nhân,Oscar Wilde,"148,500₫",Tiếng Việt,16/05/2024,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia_truoc_thien_tai_pha_an_c2155d5ad1074862b2a30ee1aa9b2026_master.png,https://www.vinabook.com/products/thien-tai-pha-an-ke-hoach-chua-lanh-cua-ke-sat-nhan
Yêu Không Red Flag - Thì Ra… Thế Giới Yêu Nhau Kiểu Này! ( Phát Hành 28/5/2024),Oscar Wilde,"89,100₫",Tiếng Việt,28/05/2024,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia_1_63adc117c1544d8982217b7769db4000_master.png,https://www.vinabook.com/products/yeu-khong-red-flag-thi-ra-the-gioi-yeu-nhau-kieu-nay-phat-hanh-28-5-2024
Bộ Thiên Ca (Tập 6),Oscar Wilde,"169,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/btc_6_bia_ao_1_66478926fa294e78b1d9610fdb8879ad_master.png,https://www.vinabook.com/products/bo-thien-ca-tap-6
Bên Kia Bán Cầu Có Người Yêu Tôi,Oscar Wilde,"76,500₫",Tiếng Việt,11/05/2024,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia_truoc_ban_cau_822d98b477794facaf827b248a41cb24_master.jpg,https://www.vinabook.com/products/ben-kia-ban-cau-co-nguoi-yeu-toi
Quá trình lão hóa và cái chết,Oscar Wilde,"85,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043407341_0e85d459ec8b4af8870107179da2d0f8_master.jpg,https://www.vinabook.com/products/qua-trinh-lao-hoa-va-cai-chet
Khám phá Mỹ học,Oscar Wilde,"85,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043408690_895a274573b942e5ac3fd94315b7b9de_master.jpg,https://www.vinabook.com/products/kham-pha-my-hoc
Các khía cạnh của phật giáo,Oscar Wilde,"103,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043408119_eb4764bb8a1d47d48b988bf56a95acfb_master.jpg,https://www.vinabook.com/products/cac-khia-canh-cua-phat-giao
Đạo Phật - Bản chất và phát triển,Oscar Wilde,"103,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043408126_2181d20b36fe4f4eae4e8a574cfbec7d_master.jpg,https://www.vinabook.com/products/dao-phat-ban-chat-va-phat-trien
Khao -Phất,Oscar Wilde,"198,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/abeecd607102864f3839aac1383b8493_30260d76df8645379572bd78101cad31_master.jpg,https://www.vinabook.com/products/khao-phat
Hồi Ký Lev Tolstoi,Oscar Wilde,"261,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/59bfcc540f82286f909a41ddbff22125_d7eb342ad659425a817dde74f5bf0493_master.png,https://www.vinabook.com/products/hoi-ky-lev-tolstoi
Sự tương đồng giữa Goethe và Tolstoy,Oscar Wilde,"86,400₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/f3d606714e81ae51eb7cf937d1eb6e4e_3f0712cce4d0446ba5e13e226f51bf88_master.jpg,https://www.vinabook.com/products/su-tuong-dong-giua-goethe-va-tolstoy
Triết học Khổng Tử,Oscar Wilde,"86,400₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043227604_4d2c3836c85c4e7aa0ce1673c95c8b30_master.jpg,https://www.vinabook.com/products/triet-hoc-khong-tu
Huấn địch thập điều thánh dụ của vua Thánh tổ Diễn nghĩa ca của vua Dực Tông,Oscar Wilde,"166,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/2eb2b1a11d6955cd7fab8eb09cc9fefa_854dc57cfa4440ba9332b45691ab625d_master.jpg,https://www.vinabook.com/products/huan-dich-thap-dieu-thanh-du-cua-vua-thanh-to-dien-nghia-ca-cua-vua-duc-tong
Các mức độ của đời sống đạo đức,Oscar Wilde,"86,400₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043405576_e599358d05594abc91c9c5548961d1d6_master.jpg,https://www.vinabook.com/products/cac-muc-do-cua-doi-song-dao-duc
Thuyết giá trị,Oscar Wilde,"86,400₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043405569_94f5d6f1abaa408499ff8c4b300933f2_master.jpg,https://www.vinabook.com/products/thuyet-gia-tri
Đạo đức học của sức mạnh,Oscar Wilde,"86,400₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043405552_e04ad4ccdd2646bfbd2d429421bd2c26_master.jpg,https://www.vinabook.com/products/dao-duc-hoc-cua-suc-manh
Đạo đức học của Aristote,Oscar Wilde,"86,400₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043405545_85dc6827d9704dc89f0957d6a90ee663_master.jpg,https://www.vinabook.com/products/dao-duc-hoc-cua-aristote
Tuyển tập truyện kinh dị của Edgar Poe,Oscar Wilde,"142,200₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043418798_a9a0de249c5944b69ea911675ab3a451_master.jpg,https://www.vinabook.com/products/tuyen-tap-truyen-kinh-di-cua-edgar-poe
Tinh thần ngầm,Oscar Wilde,"189,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043945195_fcf45612a84140a8b5687cd4a504318c_master.jpg,https://www.vinabook.com/products/tinh-than-ngam
Diễn văn thụy điển,Oscar Wilde,"52,200₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043945201_7b33ead56fde4a0b824f141a77742cc8_master.jpg,https://www.vinabook.com/products/dien-van-thuy-dien
Hegel,Oscar Wilde,"103,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043406030_6a88d9813c64410d883b2319609b81f2_master.jpg,https://www.vinabook.com/products/hegel
Triết học Đức,Oscar Wilde,"103,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/0c9a32a7ee28d5f86d4806518f2189f0_de754057482246bab28601f9b8cfbbf2_master.jpeg,https://www.vinabook.com/products/triet-hoc-duc
Cái Chết Hạnh Phúc,Oscar Wilde,"88,200₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/e140c6fc652200916df4bf18bcdcdc00_abeceb5944d441378e9aba6f22ea6447_master.jpg,https://www.vinabook.com/products/cai-chet-hanh-phuc
Gió cát và những ngôi sao,Oscar Wilde,"170,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/9786043940732_f4d8108767a94fbfb9bb5b4335e6fd80_master.jpg,https://www.vinabook.com/products/gio-cat-va-nhung-ngoi-sao
Ma Đạo Tổ Sư - Bản Truyện Tranh (Tập 5),Oscar Wilde,"143,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/190424_00a14e848ecf4b6284ca8dac95d984fc_master.jpg,https://www.vinabook.com/products/ma-dao-to-su-ban-truyen-tranh-tap-5-ban-thuong
Người Lạ Quanh Ta,Oscar Wilde,"139,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/030524-2_1_33ad387f290e4deda32c93ea65415c59_master.jpg,https://www.vinabook.com/products/nguoi-la-quanh-ta
Lang Gia Bảng (Tập 1),Oscar Wilde,"139,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/bia_ao_lang_gia_bang_1_1_4b5828825ef545c4b69670d36639036f_master.png,https://www.vinabook.com/products/lang-gia-bang-tap-1
Mười Tám Hai Hai,Oscar Wilde,"94,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/upload_4e43315f361d460fb3e6c4dfb5a83636_master.jpg,https://www.vinabook.com/products/muoi-tam-hai-hai
Kẻ “Hủy Diệt” Ngôn Từ,Oscar Wilde,"89,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/upload_d1a3c1b8c3674f1a9fa3202d33e94600_master.jpg,https://www.vinabook.com/products/ke-huy-diet-ngon-tu
Nhân Gian Tiểu Mãn,Oscar Wilde,"80,100₫",Tiếng Việt,06/05/2024,Văn Học,460,null,https://product.hstatic.net/200000845405/product/b_a-1---nh_n-gian-ti_u-m_n_aff7d88067eb403c84255c568a64f874_master.jpg,https://www.vinabook.com/products/nhan-gian-tieu-man
Đáng Yêu Là Siêu Năng Lực Của Tớ,Oscar Wilde,"71,100₫",Tiếng Việt,03/05/2024,Văn Học,460,null,https://product.hstatic.net/200000845405/product/upload_ac55f36e459744cbbd91f585e9814cb7_master.jpg,https://www.vinabook.com/products/dang-yeu-la-sieu-nang-luc-cua-to
Thực Hành Sống Tối Giản,Oscar Wilde,"89,100₫",Tiếng Việt,26/04/2024,Văn Học,460,null,https://product.hstatic.net/200000845405/product/b_a1-th_c-h_nh-s_ng-t_i-gi_n_deda8ae5b36e443b928dadd13f1ae65b_master.jpg,https://www.vinabook.com/products/thuc-hanh-song-toi-gian
Đá Chanh Tuyết - Tặng Kèm Bookmark Bồi Cứng,Oscar Wilde,"170,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/da_34b542ec091141c9aead7699ba031dc7_master.jpg,https://www.vinabook.com/products/da-chanh-tuyet-tang-kem-bookmark-boi-cung
Đường Ray Số Hai Và Món Đồ Bị Thất Lạc,Oscar Wilde,"103,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/so_2_529b12632a8f438888451ac5c669d9cc_master.png,https://www.vinabook.com/products/duong-ray-so-hai-va-mon-do-bi-that-lac
Chuyến Tàu Bí Ẩn Trên Đường Ray Số Một,Oscar Wilde,"94,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/so_1_670ec6b522b740e4971c46633627fdd4_master.png,https://www.vinabook.com/products/chuyen-tau-bi-an-tren-duong-ray-so-mot
Thần Thoại Celt,Oscar Wilde,"157,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/than_83a7966f51e0402098934a71bee76217_master.png,https://www.vinabook.com/products/than-thoai-celt
Những Hành Tinh Của Robin,Oscar Wilde,"161,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/nhung_01bb1a160d7c46a1ba8211f78c86ff08_master.png,https://www.vinabook.com/products/nhung-hanh-tinh-cua-robin
Tên Của Đóa Hồng (Tái Bản 2024),Oscar Wilde,"198,000₫",Tiếng Việt,2023,Văn Học,460,"Tên Của Đóa HồngCó lẽ, Umberto Eco muốn trao cho độc giả một cuốn sách để họ có thể thốt lên sau khi đọc xong: “Tôi đã đi cùng khắp, kiếm sự an bình, rốt cuộc chỉ tìm thấy nó khi ngồi ở một góc phòng với một quyển sách mà thôi.” Và Tên của đóa hồng xứng đáng là một món quà như thế. Cuốn sách là một ký ức lớn, đưa thời-không lùi về khoảnh khắc mà lịch sử ngàn năm của thời Trung Cổ cô đọng lại chỉ còn 7 ngày, chân thực và huyền ảo, trong một tu viện dòng Benedict cổ xưa trên triền dãy Apennin nước Ý.  Lồng trong một cốt truyện trinh thám hấp dẫn về những tội ác khủng khiếp đầy ám ảnh diễn ra trong bóng tối nhà thờ, được dẫn dắt bằng tài kể chuyện siêu việt, trên nền cuốn tiểu thuyết lịch sử uyên bác, đồ sộ và đầy tính biểu tượng, chứa đựng những kiến thức văn hóa, triết học, nghệ thuật và tôn giáo sâu rộng, Tên của đóa hồng mở ra một mê cung vừa tráng lệ huy hoàng vừa uy nghiêm tăm tối của thời Trung Cổ xa xăm, nơi các tu sĩ học thức sống theo thời gian nghiêm ngặt của giáo luật nhà thờ, trong nhịp điệu của những chầu kinh trên nền âm nhạc Thánh ca, theo đuổi những đam mê cao quý, thánh thiện, đồng thời bị cuốn vào những mưu đồ quỷ dữ trong một thế giới đầy mâu thuẫn giữa đức tin chính thống và dị giáo, công lý và lạm quyền, sự thật và lầm lạc.Ngay từ khi xuất bản lần đầu vào năm 1980, tiểu thuyết đầu tay của triết gia mỹ học hàn lâm, nhà bác học, nhà lý luận lừng danh thế giới Umberto Eco đã lập tức thành công vang dội, trở thành “cú sốc của tiểu thuyết đương đại”, một “siêu tiểu thuyết” được cả độc giả của văn chương bình dân lẫn bác học đón nhận nồng nhiệt khắp năm châu.“Tác phẩm tuyệt vời của một học giả biết cách dẫn dắt câu chuyện... Kinh ngạc ... mê đắm ... siêu việt.”- Houston Chronicle",https://product.hstatic.net/200000845405/product/ten_2fcd3664bf284c78b0baa0115d63bcca_master.jpg,https://www.vinabook.com/products/ten-cua-doa-hong-tai-ban-2024
Bên Kia Vùng Biển Sáng Trăng,Oscar Wilde,"197,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/ben_89497e5f04f94cfd814317be6dca4f04_master.jpg,https://www.vinabook.com/products/ben-kia-vung-bien-sang-trang
Một Đời Ly Biệt,Oscar Wilde,"161,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/doi_b0c3f574ef8f452c8d3abfd9e1708186_master.jpg,https://www.vinabook.com/products/mot-doi-ly-biet
Một Kiếp Tương Phùng,Oscar Wilde,"161,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/mot_78099538fb8e44c8a2fe0f404316f662_master.jpg,https://www.vinabook.com/products/mot-kiep-tuong-phung
Vẻ Đẹp Ngôn Từ,Oscar Wilde,"103,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/ve_cd941a61ba4d4aada8c5ccbb81e0c0b6_master.png,https://www.vinabook.com/products/ve-dep-ngon-tu
Ông Trăm Tuổi Trèo Qua Cửa Số Và Biến Mất (Tái Bản 2023),Oscar Wilde,"171,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/ong_88c69a9bffde48a2978fc7c0a72a317b_master.jpg,https://www.vinabook.com/products/ong-tram-tuoi-treo-qua-cua-so-va-bien-mat-jonas-jonasson
Thời Khắc Còn Lại,Oscar Wilde,"139,500₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/thoi_d11e464eacb94d2fba7ff2aae22b5bb0_master.jpg,https://www.vinabook.com/products/thoi-khac-con-lai
Trường An 12 Canh Giờ - Tập 1,Oscar Wilde,"199,800₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/truong_ede61416e87e485497ad493b177bf59c_master.png,https://www.vinabook.com/products/truong-an-12-canh-gio-tap-1
Hành Trang Truyện Ngắn Nhật Bản,Oscar Wilde,"99,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/hanhtrangtruyenngannhatban__1__7aa471ebd88e4c4c88c452e214336680_master.jpg,https://www.vinabook.com/products/hanh-trang-truyen-ngan-nhat-ban
Cuộc Đời Và Số Phận - Bìa Cứng,Oscar Wilde,"414,000₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/cuoc_8b6b171e83ee4714984d28c25e7de2e4_master.jpg,https://www.vinabook.com/products/cuoc-doi-va-so-phan-bia-cung
Rập Rờn Cánh Hạc,"Kawabata Yasunari, Nguyễn Tường Minh","72,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 20.5 x 14 cmNgày phát hành: 30/11/2022Số trang: 204,30/11/2022,Nxb Hội Nhà Văn,300.00 gam,"Rập Rờn Cánh HạcTHÊM MỘT TÁC PHẨM KINH ĐIỂN CỦA ĐẠI VĂN HÀO KAWABATA YASUNARI SẼ ĐẾN TAY BẠN ĐỌC!!!Câu chuyện của ""Rập rờn cánh hạc"" xoay quanh mối quan hệ của chàng trai trẻ Kikuji với bốn người phụ nữ, bốn con người chiếm những vị trí và vai trò hết sức quan trọng đối với cuộc đời anh, là trà sư Chikako, cô học trò Yukiko, phu nhân Ota và cô con gái Fumiko. Năm con người gặp gỡ, gắn kết với nhau, để rồi chia xa bên những chiếc bàn trà.Rập rờn cánh hạc là một trong nhiều sáng tác quan trọng của Kawabata Yasunari, góp phần giúp ông giành giải Nobel Văn chương vào năm 1968.Mời bạn đón đọc.",https://product.hstatic.net/200000845405/product/p97559mr___p_r___n_6ce0e35f20aa4e0ebf8d2db66e598a49_master.jpg,https://www.vinabook.com/products/rap-ron-canh-hac
Chiếc Thìa Bạc,Kansuke Naka,"152,100₫",Tiếng Việt,30/11/2022,NXB Thanh Niên,550.00 gam,"Một trong những tác phẩm KINH ĐIỂN VĨ ĐẠI của văn học Nhật hiện đại với hơn 1 triệu bản đã được bán ra.Chiếc thìa bạc là một cuốn hồi ký, kể lại hành trình tuổi thơ của cậu bé Naka từ năm 1 đến năm 17 tuổi, và được coi là thước phim thuần khiết đượm màu “hoài niệm”.Cuốn sách được độc giả Nhật Bản vô cùng yêu thích kể từ khi xuất bản năm 1913 này là “tấm vé trở lại tuổi thơ” đầy đói khổ nhưng lạc quan, đau thương nhưng rực rỡ, trao cho độc giả cơ hội được đắm mình một lần nữa trong cơn mưa rào của những thay đổi nhanh chóng về văn hóa - xã hội Nhật Bản, mở ra thế giới rộng lớn hơn trong thời kỳ Minh Trị sau năm 1868. Bằng ngòi bút đầy tinh tế và đa màu, thủ pháp hành văn linh hoạt và nhẹ nhàng, Naka sẽ dẫn lối người đọc trở về với tuổi thơ trong veo, hồn nhiên, vui vẻ dẫu vô cùng đói khổ, đồng thời để chúng ta được cùng trải nghiệm trải nghiệm sự ngập ngừng, bỡ ngỡ, rón rén nhưng hân hoan của một cậu bé được sống trọn trong dòng thác đổi thay của xã hội thời bấy giờ. Một số nhận xét“Một cuốn sách hấp dẫn từ đầu đến cuối. Một tác phẩm nhận được rất nhiều sự đón nhận của giới học thuật và độc giả không chuyên nói chung quan tâm đến lịch sử và văn hóa Nhật Bản.” - Midwest Book ReviewThông tin tác giảKansuke Naka (1885-1965) là nhà thơ, tiểu thuyết gia người Nhật. Ông là học trò của tiểu thuyết gia vĩ đại Soseki Natsume, người đã hết lời khen ngợi “sự mới mẻ và trang nghiêm” trong văn xuôi của Naka và khuyến khích ông xuất bản tác phẩm đầu tay Chiếc thìa bạc.",https://product.hstatic.net/200000845405/product/p97375m8936066695268_1a7d1c20084d4e85b0aa66999d6a7ab5_master.jpg,https://www.vinabook.com/products/chiec-thia-bac
Harry Potter Và Hoàng Tử Lai - Tập 06 (Tái Bản 2022),J K Rowling,"208,000₫",Tiếng Việt,30/11/2021,Nxb Trẻ,915.00 gam,"Đây là năm thứ 6 của Harry Potter tại trường Hogwarts. Trong lúc những thế lực hắc ám của Voldemort gieo rắc nỗi kinh hoàng và sợ hãi ở khắp nơi, mọi chuyện càng lúc càng trở nên rõ ràng hơn đối với Harry, rằng cậu sẽ sớm phải đối diện với định mệnh của mình. Nhưng liệu Harry đã sẵn sàng vượt qua những thử thách đang chờ đợi phía trước?Trong cuộc phiêu lưu tăm tối và nghẹt thở nhất của mình, J.K.Rowling bắt đầu tài tình tháo gỡ từng mắc lưới phức tạp mà cô đã mạng lên, cũng là lúc chúng ta khám phá ra sự thật về Harry, cụ Dumblebore, thầy Snape và, tất nhiên, Kẻ Chớ Gọi Tên Ra…‘Diễn biến nhanh, huyền bí, hấp dẫn và chặt chẽ trong từng chi tiết.’ - Daily Mail",https://product.hstatic.net/200000845405/product/p96730m8934974179665_5de642db2c314257b4d1f203632e459d_master.jpg,https://www.vinabook.com/products/harry-potter-va-hoang-tu-lai-tap-06-tai-ban-2022
Harry Potter Và Chiếc Cốc Lửa (Tái Bản 2022),J K Rowling,"264,000₫",Tiếng Việt,30/11/2021,Nxb Trẻ,1100.00 gam,"Khi giải Quidditch Thế giới bị cắt ngang bởi những kẻ ủng hộ Chúa tể Voldemort và sự trở lại của Dấu hiệu hắc ám khủng khiếp, Harry ý thức được rõ ràng rằng, Chúa tể Voldemort đang ngày càng mạnh hơn. Và để trở lại thế giới phép thuật, Chúa tể hắc ám cần phải đánh bại kẻ duy nhất sống sót từ lời nguyền chết chóc của hắn - Harry Potter. Vì lẽ đó, khi Harry bị buộc phải bước vào giải đấu Tam Pháp thuật uy tín nhưng nguy hiểm, cậu nhận ra rằng trên cả chiến thắng, cậu phải giữ được mạng sống của mình.‘Bốn năm của Harry cũng như của chúng tôi ở trường Hogwarts thật vui nhộn, một thế giới đầy hài hước cùng nhiều hoạt động thú vị.’",https://product.hstatic.net/200000845405/product/p96580m8934974180555_48503fabe564448ea116eeea3da78fae_master.jpg,https://www.vinabook.com/products/harry-potter-va-chiec-coc-lua-tai-ban-2022
Những Kỳ Vọng Lớn Lao,Charles DickensNgười dịch: Lê Đình Chi,"128,000₫",Tiếng Việt,30/11/2021,Nxb Hội Nhà Văn,880.00 gam,"Tại một vùng đầm lầy nước Anh, cậu bé mồ côi Pip, bất chấp cuộc sống nghèo khó ở lò rèn, vẫn không ngừng mơ được trở thành một quý ông. Số phận đưa cậu tới những cuộc gặp gỡ kỳ lạ nhất, với một tên tù trốn trại, với một bà cô già giàu có nghiệt ngã chôn mình trong dinh thự, với Estella mà sắc đẹp chỉ có thể so với chính sự kiêu ngạo của nàng. Giữa các cuộc gặp gỡ đó là một điều còn phi thường hơn: Pip được hứa hẹn sẽ được thừa kế một gia sản khổng lồ từ một người ẩn danh, một gia sản vĩ đại cho phép cậu bước chân vào giới quý tộc như hằng mơ ước.Gia tài vĩ đại được hứa hẹn ấy đã cuốn tất cả các nhân vật vào một vòng xoáy ly kỳ bậc nhất, dần hé lộ những sự thật bất ngờ, bao gồm cả sự thật về chính nó. Hành trình của Pip từ vùng nông thôn lầy lội ảm đạm đến những con phố nhộn nhịp thành London thế kỷ 19 cũng chính là hành trình trưởng thành của cậu từ cậu bé nghèo với trái tim quả cảm nhưng ít nhiều phù phiếm thành một người đàn ông có chiều sâu nhân cách; và khi kể câu chuyện ấy về cậu, Dickens cũng đồng thời kể một câu chuyện về tội lỗi và trừng phạt, hận thù và tưởng thưởng, tài sản và đạo đức, mất mát và tình yêu. Cầu kỳ, lắt léo nhưng diễn tiến nhanh và nhiều khi hài hước, suốt hơn một thế kỷ qua Những kỳ vọng lớn lao vẫn luôn được lòng cả độc giả lẫn giới phê bình. Nhiều người còn coi đây là tác phẩm hay nhất của Charles Dickens.",https://product.hstatic.net/200000845405/product/p96553mscreenshot_2022_09_13_110317_80fe2983896d4edbaad524871dcac39f_master.jpg,https://www.vinabook.com/products/nhung-ky-vong-lon-lao-1
Những Người Vợ Tốt - Tác Phẩm Kinh Điển,Luoisa May Alcott,"123,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 14.5 x 20.5 x 1 cmNgày phát hành: 30/11/2021Số trang: 431,30/11/2021,Nxb văn học,680.00 gam,"Những người vợ tốt là cuốn thứ 2 trong tổng số 4 cuốn của bộ sách Câu chuyện nhà March của tác giả Louisa May Alcott tại Việt Nam, cuốn đầu tiên là Những người phụ nữ bé nhỏ, và hai cuốn sau cuối lần lượt là Những chàng trai nhỏ và Các cậu bé của Jo.Những người vợ tốt là phần tiếp theo viết nốt câu chuyện còn dang dở về “những người phụ nữ bé nhỏ” nhà March. Theo thời gian, bốn cô gái dần trưởng thành và tìm cho mình một vùng đất riêng giữa thế giới bao la, rộng lớn. Chị cả Meg kết hôn với người đàn ông của đời mình và có với anh một cặp song sinh đáng yêu. Meg dù là một người mẹ, người vợ tận tụy và yêu thương chồng con nhưng cô vẫn phải trải qua những thử thách trong cuộc sống riêng của mình, để sau cùng nhận ra những giá trị gìn giữ một mái ấm hạnh phúc.",https://product.hstatic.net/200000845405/product/p96454m8935210305305_6dcad81f27a249b5aec47a275f3a0160_master.jpg,https://www.vinabook.com/products/nhung-nguoi-vo-tot-tac-pham-kinh-dien
